loseScore,drawScore,winScore,simulationTimes
-12,9,11,33400
-12,9,13,17600
-12,9,14,18100
-12,9,16,22100
-12,9,17,23900
-12,9,19,27500
-12,9,20,28900
-12,10,11,132500
-12,10,13,37400
-12,10,15,48600
-12,10,17,51900
-12,10,19,56400
-12,11,12,153600
-12,11,13,162600
-12,11,14,182400
-12,11,15,180700
-12,11,16,195900
-12,11,17,212800
-12,11,18,218700
-12,11,19,255100
-12,11,20,253600
-12,12,13,163000
-12,12,17,203500
-12,12,19,227000
-12,13,14,175800
-12,13,15,188800
-12,13,16,199200
-12,13,17,217700
-12,13,18,230300
-12,13,19,249900
-12,13,20,265300
-12,14,15,199700
-12,14,17,59500
-12,14,19,62300
-12,15,16,224000
-12,15,17,52600
-12,15,19,27000
-12,15,20,29800
-12,16,17,219600
-12,16,19,27400
-12,17,18,230700
-12,17,19,63300
-12,17,20,29600
-12,18,19,251000
-12,19,20,258800
-11,1,2,44400
-11,1,3,13000
-11,1,4,6600
-11,1,5,4300
-11,1,6,2700
-11,1,7,2300
-11,1,8,1800
-11,1,9,1700
-11,1,10,1500
-11,1,11,1300
-11,1,12,1400
-11,1,13,1500
-11,1,14,1600
-11,1,15,1800
-11,1,16,1800
-11,1,17,2000
-11,1,18,2100
-11,1,19,2500
-11,1,20,2600
-11,2,3,47600
-11,2,4,13100
-11,2,5,7300
-11,2,6,4400
-11,2,7,3300
-11,2,8,2600
-11,2,9,2000
-11,2,10,1800
-11,2,11,1600
-11,2,12,1800
-11,2,13,2000
-11,2,14,1900
-11,2,15,2000
-11,2,16,2200
-11,2,17,2500
-11,2,18,2700
-11,2,19,2900
-11,2,20,3000
-11,3,4,58800
-11,3,5,15500
-11,3,6,9000
-11,3,7,5200
-11,3,8,3900
-11,3,9,3000
-11,3,10,2300
-11,3,11,1800
-11,3,12,2200
-11,3,13,2300
-11,3,14,2300
-11,3,15,2800
-11,3,16,2900
-11,3,17,3400
-11,3,18,3400
-11,3,19,3700
-11,3,20,3900
-11,4,5,67200
-11,4,6,17200
-11,4,7,8600
-11,4,8,5900
-11,4,9,4000
-11,4,10,3000
-11,4,11,2500
-11,4,12,2600
-11,4,13,3000
-11,4,14,3000
-11,4,15,3300
-11,4,16,3700
-11,4,17,3800
-11,4,18,4200
-11,4,19,4900
-11,4,20,5100
-11,5,6,76100
-11,5,7,20300
-11,5,8,10200
-11,5,9,6200
-11,5,10,4600
-11,5,11,3400
-11,5,12,3700
-11,5,13,4200
-11,5,14,4400
-11,5,15,5000
-11,5,16,4800
-11,5,17,5000
-11,5,18,5900
-11,5,19,6700
-11,5,20,7100
-11,6,7,80900
-11,6,8,23300
-11,6,9,12300
-11,6,10,7200
-11,6,11,4700
-11,6,12,5300
-11,6,13,5600
-11,6,14,6400
-11,6,15,6700
-11,6,16,7200
-11,6,17,7200
-11,6,18,7500
-11,6,19,8900
-11,6,20,9300
-11,7,8,95700
-11,7,9,25200
-11,7,10,13100
-11,7,11,7900
-11,7,12,8100
-11,7,13,8800
-11,7,14,9800
-11,7,15,10400
-11,7,16,11300
-11,7,17,12100
-11,7,18,13100
-11,7,19,13700
-11,7,20,14400
-11,8,9,101900
-11,8,10,27700
-11,8,11,14300
-11,8,12,14600
-11,8,13,15600
-11,8,14,17400
-11,8,15,18400
-11,8,16,21000
-11,8,17,21900
-11,8,18,24900
-11,8,19,25100
-11,8,20,27100
-11,9,10,113900
-11,9,11,29600
-11,9,12,34300
-11,9,13,37100
-11,9,14,41400
-11,9,15,41200
-11,9,16,42700
-11,9,17,46600
-11,9,18,53000
-11,9,19,58600
-11,9,20,55500
-11,10,11,117000
-11,10,12,130400
-11,10,13,140200
-11,10,14,156000
-11,10,15,168100
-11,10,16,180600
-11,10,17,194700
-11,10,18,202200
-11,10,19,225100
-11,10,20,237300
-11,11,12,141400
-11,11,13,165000
-11,11,14,165200
-11,11,15,175100
-11,11,16,194300
-11,11,17,190700
-11,11,18,203600
-11,11,19,238400
-11,11,20,233700
-11,12,13,137100
-11,12,14,161500
-11,12,15,170600
-11,12,16,186500
-11,12,17,194200
-11,12,18,213600
-11,12,19,224400
-11,12,20,239400
-11,13,14,163200
-11,13,15,44400
-11,13,16,45400
-11,13,17,52300
-11,13,18,54500
-11,13,19,55300
-11,13,20,54900
-11,14,15,183000
-11,14,16,46700
-11,14,17,21800
-11,14,18,23300
-11,14,19,25800
-11,14,20,26800
-11,15,16,186000
-11,15,17,49700
-11,15,18,24600
-11,15,19,14300
-11,15,20,14900
-11,16,17,198700
-11,16,18,53800
-11,16,19,25800
-11,16,20,15500
-11,17,18,219200
-11,17,19,53400
-11,17,20,28700
-11,18,19,228600
-11,18,20,62000
-11,19,20,269700
-10,1,2,34900
-10,1,3,11000
-10,1,4,6000
-10,1,5,3200
-10,1,6,2800
-10,1,7,2000
-10,1,8,1800
-10,1,9,1500
-10,1,10,1300
-10,1,11,1400
-10,1,12,1600
-10,1,13,1700
-10,1,14,1900
-10,1,15,2000
-10,1,16,2100
-10,1,17,2400
-10,1,18,2600
-10,1,19,2600
-10,1,20,2900
-10,2,3,46300
-10,2,5,5800
-10,2,7,2900
-10,2,9,1800
-10,2,11,1800
-10,2,13,2000
-10,2,15,2500
-10,2,17,2900
-10,2,19,3400
-10,3,4,51700
-10,3,5,15900
-10,3,6,7100
-10,3,7,4600
-10,3,8,3100
-10,3,9,2600
-10,3,10,1900
-10,3,11,2200
-10,3,12,2500
-10,3,13,2900
-10,3,14,2800
-10,3,15,3300
-10,3,16,3200
-10,3,17,4000
-10,3,18,4300
-10,3,19,4600
-10,3,20,4500
-10,4,5,63800
-10,4,7,8700
-10,4,9,3600
-10,4,11,3200
-10,4,13,3800
-10,4,15,4200
-10,4,17,5000
-10,4,19,5900
-10,5,6,67600
-10,5,7,19000
-10,5,8,8900
-10,5,9,5500
-10,5,11,4200
-10,5,12,4800
-10,5,13,5300
-10,5,14,5600
-10,5,16,6800
-10,5,17,7100
-10,5,18,7700
-10,5,19,8700
-10,6,7,78800
-10,6,9,10000
-10,6,11,6500
-10,6,13,8400
-10,6,15,9400
-10,6,17,11400
-10,6,19,12600
-10,7,8,85200
-10,7,9,23800
-10,7,10,11600
-10,7,11,11700
-10,7,12,12900
-10,7,13,14400
-10,7,14,16200
-10,7,15,17700
-10,7,16,20400
-10,7,17,20800
-10,7,18,22400
-10,7,19,22700
-10,7,20,25200
-10,8,9,95400
-10,8,11,27200
-10,8,13,33700
-10,8,15,39200
-10,8,17,47600
-10,8,19,50300
-10,9,10,103900
-10,9,11,108200
-10,9,12,126900
-10,9,13,138800
-10,9,14,148400
-10,9,15,155300
-10,9,16,177200
-10,9,17,173700
-10,9,18,193500
-10,9,19,208000
-10,9,20,224700
-10,10,11,129000
-10,10,13,125400
-10,10,17,174200
-10,10,19,199600
-10,11,12,123200
-10,11,13,139300
-10,11,14,158900
-10,11,15,157400
-10,11,16,175800
-10,11,17,189800
-10,11,18,188000
-10,11,19,215200
-10,11,20,210200
-10,12,13,134300
-10,12,15,38700
-10,12,17,46200
-10,12,19,51600
-10,13,14,152900
-10,13,15,40200
-10,13,16,19800
-10,13,17,20300
-10,13,18,21700
-10,13,19,23200
-10,13,20,24200
-10,14,15,161700
-10,14,17,22200
-10,14,19,13600
-10,15,16,185800
-10,15,17,47800
-10,15,18,21900
-10,15,19,13400
-10,16,17,194100
-10,16,19,24300
-10,17,18,205500
-10,17,19,56400
-10,17,20,24800
-10,18,19,216800
-10,19,20,246600
-9,1,2,32400
-9,1,3,9200
-9,1,4,4900
-9,1,5,3000
-9,1,6,2100
-9,1,7,1800
-9,1,8,1500
-9,1,9,1300
-9,1,10,1400
-9,1,11,1500
-9,1,12,1700
-9,1,13,1900
-9,1,14,2200
-9,1,15,2300
-9,1,16,2400
-9,1,17,2700
-9,1,18,3000
-9,1,19,3300
-9,1,20,3600
-9,2,3,37000
-9,2,4,10700
-9,2,5,5400
-9,2,6,3700
-9,2,7,2500
-9,2,8,2100
-9,2,9,1800
-9,2,10,1900
-9,2,11,2100
-9,2,12,2400
-9,2,13,2400
-9,2,14,2800
-9,2,15,3000
-9,2,16,3200
-9,2,17,3500
-9,2,18,3800
-9,2,19,4100
-9,2,20,4600
-9,3,4,40100
-9,3,5,12500
-9,3,7,4000
-9,3,8,2900
-9,3,10,2400
-9,3,11,2800
-9,3,13,3400
-9,3,14,3400
-9,3,16,4800
-9,3,17,4400
-9,3,19,5500
-9,3,20,6000
-9,4,5,54200
-9,4,6,15500
-9,4,7,7100
-9,4,8,4400
-9,4,9,3100
-9,4,10,3700
-9,4,11,3800
-9,4,12,4200
-9,4,13,4800
-9,4,14,5400
-9,4,15,5800
-9,4,16,7000
-9,4,17,6600
-9,4,18,7300
-9,4,19,7400
-9,4,20,9000
-9,5,6,56000
-9,5,7,16600
-9,5,8,9100
-9,5,9,5400
-9,5,10,5300
-9,5,11,5900
-9,5,12,6800
-9,5,13,7300
-9,5,14,8100
-9,5,15,9100
-9,5,16,9900
-9,5,17,10500
-9,5,18,12100
-9,5,19,12500
-9,5,20,13100
-9,6,7,66500
-9,6,8,18100
-9,6,10,10100
-9,6,11,10600
-9,6,13,14600
-9,6,14,14600
-9,6,16,16700
-9,6,17,18000
-9,6,19,21900
-9,6,20,22100
-9,7,8,80100
-9,7,9,20700
-9,7,10,24000
-9,7,11,26800
-9,7,12,27200
-9,7,13,29700
-9,7,14,31000
-9,7,15,34800
-9,7,16,40800
-9,7,17,45500
-9,7,18,44500
-9,7,19,49700
-9,7,20,52700
-9,8,9,87000
-9,8,10,96300
-9,8,11,99500
-9,8,12,111100
-9,8,13,127600
-9,8,14,124400
-9,8,15,154700
-9,8,16,145800
-9,8,17,168000
-9,8,18,170200
-9,8,19,198400
-9,8,20,206700
-9,9,10,92700
-9,9,11,101800
-9,9,13,131400
-9,9,14,121700
-9,9,16,150900
-9,9,17,163100
-9,9,19,184000
-9,9,20,206900
-9,10,11,100800
-9,10,12,108300
-9,10,13,130400
-9,10,14,135700
-9,10,15,139000
-9,10,16,158000
-9,10,17,169400
-9,10,18,183300
-9,10,19,184700
-9,10,20,220000
-9,11,12,115000
-9,11,13,30400
-9,11,14,34700
-9,11,15,35800
-9,11,16,37800
-9,11,17,42500
-9,11,18,43800
-9,11,19,46600
-9,11,20,56200
-9,12,13,130200
-9,12,14,33600
-9,12,16,17900
-9,12,17,18000
-9,12,19,22200
-9,12,20,26000
-9,13,14,129100
-9,13,15,35800
-9,13,16,18200
-9,13,17,10400
-9,13,18,11300
-9,13,19,12000
-9,13,20,12900
-9,14,15,150800
-9,14,16,39600
-9,14,17,19000
-9,14,18,11700
-9,14,19,8600
-9,14,20,8400
-9,15,16,170600
-9,15,17,45700
-9,15,19,12400
-9,15,20,8100
-9,16,17,168600
-9,16,18,45300
-9,16,19,22100
-9,16,20,13600
-9,17,18,190500
-9,17,19,49200
-9,17,20,24800
-9,18,19,207000
-9,18,20,55600
-9,19,20,222700
-8,1,2,25900
-8,1,3,7700
-8,1,4,4000
-8,1,5,2500
-8,1,6,2200
-8,1,7,1700
-8,1,8,1400
-8,1,9,1400
-8,1,10,1700
-8,1,11,1900
-8,1,12,2100
-8,1,13,2200
-8,1,14,2400
-8,1,15,2600
-8,1,16,3000
-8,1,17,3200
-8,1,18,3400
-8,1,19,4000
-8,1,20,4100
-8,2,3,30500
-8,2,5,4300
-8,2,7,2200
-8,2,9,1900
-8,2,11,2700
-8,2,13,3100
-8,2,15,3700
-8,2,17,4600
-8,2,19,4800
-8,3,4,36300
-8,3,5,11500
-8,3,6,5600
-8,3,7,3400
-8,3,8,2500
-8,3,9,2900
-8,3,10,3100
-8,3,11,3800
-8,3,12,3800
-8,3,13,4600
-8,3,14,4800
-8,3,15,5500
-8,3,16,5800
-8,3,17,6300
-8,3,18,6500
-8,3,19,7400
-8,3,20,8500
-8,4,5,43600
-8,4,7,7000
-8,4,9,4600
-8,4,11,5600
-8,4,13,6600
-8,4,15,8100
-8,4,17,10000
-8,4,19,11700
-8,5,6,58600
-8,5,7,15700
-8,5,8,7900
-8,5,9,8100
-8,5,10,8400
-8,5,11,10400
-8,5,12,11200
-8,5,13,12500
-8,5,14,13900
-8,5,15,15400
-8,5,16,15700
-8,5,17,17100
-8,5,18,19100
-8,5,19,21800
-8,5,20,23400
-8,6,7,54000
-8,6,9,19100
-8,6,11,22400
-8,6,13,29000
-8,6,15,31500
-8,6,17,42900
-8,6,19,46900
-8,7,8,62300
-8,7,9,74400
-8,7,10,79600
-8,7,11,95700
-8,7,12,100700
-8,7,13,106800
-8,7,14,121200
-8,7,15,131800
-8,7,16,140200
-8,7,17,151800
-8,7,18,171400
-8,7,19,178900
-8,7,20,200100
-8,8,9,76700
-8,8,11,89600
-8,8,13,109200
-8,8,15,131200
-8,8,17,158000
-8,8,19,176500
-8,9,10,80400
-8,9,11,96400
-8,9,12,107300
-8,9,13,102600
-8,9,14,121300
-8,9,15,124500
-8,9,16,133100
-8,9,17,159000
-8,9,18,163100
-8,9,19,181400
-8,9,20,183500
-8,10,11,92000
-8,10,13,28500
-8,10,15,34700
-8,10,17,39300
-8,10,19,46500
-8,11,12,104000
-8,11,13,28700
-8,11,14,13600
-8,11,15,14600
-8,11,16,16300
-8,11,17,18300
-8,11,18,18700
-8,11,19,20300
-8,11,20,20800
-8,12,13,112400
-8,12,15,14700
-8,12,17,9900
-8,12,19,11300
-8,13,14,123000
-8,13,15,35200
-8,13,16,17700
-8,13,17,9700
-8,13,18,7100
-8,13,19,7400
-8,13,20,7900
-8,14,15,142200
-8,14,17,17400
-8,14,19,7100
-8,15,16,159000
-8,15,17,39600
-8,15,18,19000
-8,15,19,11900
-8,15,20,7800
-8,16,17,165800
-8,16,19,22600
-8,17,18,191000
-8,17,19,45500
-8,17,20,23100
-8,18,19,195100
-8,19,20,221200
-7,1,2,20800
-7,1,3,6600
-7,1,4,3400
-7,1,5,2100
-7,1,6,1700
-7,1,7,1400
-7,1,8,1500
-7,1,9,1900
-7,1,10,2100
-7,1,11,2300
-7,1,12,2700
-7,1,13,2800
-7,1,14,3100
-7,1,15,3700
-7,1,16,4100
-7,1,17,4300
-7,1,18,4700
-7,1,19,4700
-7,1,20,5400
-7,2,3,25300
-7,2,4,7500
-7,2,5,4100
-7,2,6,2400
-7,2,7,2100
-7,2,8,2200
-7,2,9,2400
-7,2,10,3200
-7,2,11,3600
-7,2,12,3600
-7,2,13,4200
-7,2,14,4500
-7,2,15,4900
-7,2,16,5300
-7,2,17,5400
-7,2,18,6500
-7,2,19,7400
-7,2,20,7600
-7,3,4,31500
-7,3,5,9500
-7,3,6,4600
-7,3,7,3200
-7,3,8,3500
-7,3,9,4100
-7,3,10,4500
-7,3,11,5100
-7,3,12,6100
-7,3,13,6500
-7,3,14,6800
-7,3,15,7600
-7,3,16,7800
-7,3,17,9000
-7,3,18,9500
-7,3,19,10600
-7,3,20,11400
-7,4,5,39000
-7,4,6,10200
-7,4,7,5600
-7,4,8,6500
-7,4,9,6700
-7,4,10,7700
-7,4,11,8600
-7,4,12,9600
-7,4,13,10300
-7,4,14,12200
-7,4,15,13500
-7,4,16,14500
-7,4,17,17400
-7,4,18,17900
-7,4,19,20000
-7,4,20,20800
-7,5,6,43200
-7,5,7,12200
-7,5,8,13700
-7,5,9,15000
-7,5,10,18900
-7,5,11,20400
-7,5,12,23100
-7,5,13,25200
-7,5,14,28400
-7,5,15,30400
-7,5,16,33400
-7,5,17,34900
-7,5,18,41400
-7,5,19,41700
-7,5,20,44900
-7,6,7,48500
-7,6,8,58800
-7,6,9,69100
-7,6,10,67200
-7,6,11,74900
-7,6,12,87100
-7,6,13,96200
-7,6,14,102200
-7,6,15,124300
-7,6,16,128800
-7,6,17,145800
-7,6,18,150800
-7,6,19,167700
-7,6,20,170000
-7,7,8,55700
-7,7,9,66900
-7,7,10,73000
-7,7,11,85500
-7,7,12,91700
-7,7,13,95700
-7,7,15,115700
-7,7,16,131400
-7,7,17,134100
-7,7,18,147000
-7,7,19,168100
-7,7,20,181000
-7,8,9,64300
-7,8,10,70000
-7,8,11,78900
-7,8,12,90600
-7,8,13,101000
-7,8,14,108700
-7,8,15,121000
-7,8,16,127600
-7,8,17,146900
-7,8,18,153800
-7,8,19,160700
-7,8,20,177900
-7,9,10,77200
-7,9,11,19700
-7,9,12,22200
-7,9,13,25600
-7,9,14,26200
-7,9,15,30000
-7,9,16,31600
-7,9,17,36700
-7,9,18,37200
-7,9,19,40800
-7,9,20,45900
-7,10,11,81700
-7,10,12,23600
-7,10,13,12100
-7,10,14,11100
-7,10,15,12500
-7,10,16,14900
-7,10,17,15700
-7,10,18,16500
-7,10,19,17900
-7,10,20,20900
-7,11,12,99800
-7,11,13,26500
-7,11,14,12700
-7,11,15,7500
-7,11,16,7500
-7,11,17,8800
-7,11,18,9000
-7,11,19,11000
-7,11,20,11200
-7,12,13,106800
-7,12,14,30200
-7,12,15,13200
-7,12,16,8500
-7,12,17,5800
-7,12,18,6700
-7,12,19,6500
-7,12,20,7500
-7,13,14,112400
-7,13,15,29500
-7,13,16,15400
-7,13,17,9200
-7,13,18,6200
-7,13,19,4700
-7,13,20,5200
-7,14,15,135700
-7,14,16,35700
-7,14,17,15700
-7,14,18,9600
-7,14,19,6600
-7,14,20,4800
-7,15,16,135700
-7,15,17,35600
-7,15,18,16800
-7,15,19,10400
-7,15,20,7300
-7,16,17,153800
-7,16,18,41500
-7,16,19,20400
-7,16,20,10500
-7,17,18,165800
-7,17,19,44200
-7,17,20,19000
-7,18,19,181100
-7,18,20,47100
-7,19,20,180000
-6,1,2,16200
-6,1,3,4800
-6,1,4,2800
-6,1,5,2000
-6,1,6,1500
-6,1,7,1700
-6,1,8,2000
-6,1,9,2200
-6,1,10,2600
-6,1,11,3000
-6,1,12,3400
-6,1,13,3800
-6,1,14,4100
-6,1,15,4700
-6,1,16,4800
-6,1,17,5500
-6,1,18,6300
-6,1,19,6800
-6,1,20,7500
-6,2,3,21000
-6,2,5,3400
-6,2,7,2700
-6,2,9,3600
-6,2,11,4400
-6,2,13,5600
-6,2,15,7100
-6,2,17,8900
-6,2,19,9900
-6,3,4,25700
-6,3,5,7600
-6,3,7,5100
-6,3,8,5200
-6,3,10,6900
-6,3,11,7800
-6,3,13,9900
-6,3,14,10800
-6,3,16,13900
-6,3,17,14700
-6,3,19,16700
-6,3,20,20700
-6,4,5,29300
-6,4,7,10200
-6,4,9,13000
-6,4,11,17800
-6,4,13,22100
-6,4,15,28900
-6,4,17,34400
-6,4,19,43800
-6,5,6,34900
-6,5,7,43200
-6,5,8,50800
-6,5,9,54100
-6,5,10,62900
-6,5,11,70500
-6,5,12,80400
-6,5,13,92200
-6,5,14,92600
-6,5,15,106700
-6,5,16,118300
-6,5,17,131900
-6,5,18,142400
-6,5,19,174900
-6,5,20,163700
-6,6,7,46300
-6,6,11,71400
-6,6,13,95800
-6,6,17,125200
-6,6,19,143900
-6,7,8,54000
-6,7,9,57000
-6,7,10,63700
-6,7,11,77000
-6,7,12,78600
-6,7,13,92000
-6,7,14,96500
-6,7,15,105800
-6,7,16,120700
-6,7,17,133500
-6,7,18,144100
-6,7,19,158400
-6,7,20,183900
-6,8,9,58600
-6,8,11,19200
-6,8,13,22700
-6,8,15,28200
-6,8,17,32400
-6,8,19,35800
-6,9,10,64300
-6,9,11,17700
-6,9,13,9400
-6,9,14,11700
-6,9,16,13800
-6,9,17,14300
-6,9,19,16900
-6,9,20,17900
-6,10,11,72900
-6,10,13,10700
-6,10,15,7100
-6,10,17,8300
-6,10,19,10200
-6,11,12,77300
-6,11,13,20500
-6,11,14,11200
-6,11,15,7200
-6,11,16,4800
-6,11,17,5500
-6,11,18,5600
-6,11,19,6000
-6,11,20,6600
-6,12,13,93900
-6,12,17,5300
-6,12,19,4400
-6,13,14,104200
-6,13,15,26700
-6,13,16,13100
-6,13,17,8100
-6,13,18,5700
-6,13,19,4200
-6,13,20,3400
-6,14,15,118800
-6,14,17,15800
-6,14,19,6600
-6,15,16,126000
-6,15,17,34700
-6,15,19,10600
-6,15,20,6900
-6,16,17,139500
-6,16,19,18400
-6,17,18,146900
-6,17,19,46200
-6,17,20,20100
-6,18,19,162300
-6,19,20,196100
-5,1,2,11900
-5,1,3,3900
-5,1,4,2300
-5,1,5,1500
-5,1,6,1900
-5,1,7,2200
-5,1,8,2500
-5,1,9,3400
-5,1,10,3600
-5,1,11,4000
-5,1,12,5200
-5,1,13,5400
-5,1,14,5900
-5,1,15,6500
-5,1,16,7300
-5,1,17,8200
-5,1,18,9200
-5,1,19,9300
-5,1,20,10200
-5,2,3,16700
-5,2,4,5200
-5,2,5,2600
-5,2,6,3300
-5,2,7,4100
-5,2,8,4600
-5,2,9,5600
-5,2,10,6200
-5,2,11,7600
-5,2,12,7900
-5,2,13,9300
-5,2,14,10200
-5,2,15,11300
-5,2,16,11700
-5,2,17,13700
-5,2,18,15100
-5,2,19,16400
-5,2,20,18300
-5,3,4,20600
-5,3,5,6600
-5,3,6,7600
-5,3,7,8300
-5,3,8,10000
-5,3,9,12100
-5,3,10,13500
-5,3,11,18100
-5,3,12,17200
-5,3,13,20000
-5,3,14,23000
-5,3,15,24800
-5,3,16,26400
-5,3,17,29700
-5,3,18,32400
-5,3,19,37700
-5,3,20,39500
-5,4,5,25200
-5,4,6,29600
-5,4,7,35800
-5,4,8,41300
-5,4,9,49800
-5,4,10,52200
-5,4,11,62200
-5,4,12,72200
-5,4,13,84800
-5,4,14,93600
-5,4,15,96100
-5,4,16,106400
-5,4,17,121600
-5,4,18,123900
-5,4,19,152600
-5,4,20,161900
-5,5,6,33500
-5,5,7,37500
-5,5,8,44100
-5,5,9,51100
-5,5,11,68600
-5,5,12,75000
-5,5,13,78100
-5,5,14,89500
-5,5,16,110200
-5,5,17,140500
-5,5,18,124400
-5,5,19,167900
-5,6,7,36700
-5,6,8,40500
-5,6,9,48000
-5,6,10,56700
-5,6,11,60300
-5,6,12,72000
-5,6,13,84400
-5,6,14,88500
-5,6,15,102000
-5,6,16,110400
-5,6,17,143700
-5,6,18,125400
-5,6,19,153300
-5,6,20,158800
-5,7,8,45800
-5,7,9,12300
-5,7,10,16200
-5,7,11,16300
-5,7,12,18400
-5,7,13,19100
-5,7,14,22300
-5,7,15,24500
-5,7,16,27500
-5,7,17,29500
-5,7,18,32100
-5,7,19,35700
-5,7,20,41000
-5,8,9,52700
-5,8,10,14200
-5,8,11,7400
-5,8,12,7600
-5,8,13,8600
-5,8,14,9700
-5,8,15,11400
-5,8,16,12100
-5,8,17,13800
-5,8,18,14600
-5,8,19,15900
-5,8,20,16800
-5,9,10,61100
-5,9,11,15700
-5,9,12,8400
-5,9,13,5200
-5,9,14,5900
-5,9,15,6100
-5,9,16,6800
-5,9,17,8100
-5,9,18,8300
-5,9,19,9600
-5,9,20,9700
-5,10,11,64900
-5,10,12,17400
-5,10,13,8500
-5,10,14,5700
-5,10,16,4300
-5,10,17,4700
-5,10,18,4900
-5,10,19,5600
-5,11,12,72200
-5,11,13,20000
-5,11,14,10200
-5,11,15,6200
-5,11,16,4400
-5,11,17,3600
-5,11,18,3500
-5,11,19,4000
-5,11,20,4200
-5,12,13,87500
-5,12,14,22600
-5,12,15,11600
-5,12,16,6700
-5,12,17,4700
-5,12,18,3600
-5,12,19,2800
-5,12,20,3300
-5,13,14,90400
-5,13,15,24700
-5,13,16,12700
-5,13,17,7500
-5,13,18,5500
-5,13,19,3800
-5,13,20,3400
-5,14,15,102700
-5,14,16,30000
-5,14,17,13100
-5,14,18,7900
-5,14,19,5600
-5,14,20,4500
-5,15,16,116200
-5,15,17,31300
-5,15,18,14700
-5,15,19,8800
-5,16,17,120800
-5,16,18,32900
-5,16,19,17000
-5,16,20,9500
-5,17,18,147200
-5,17,19,35100
-5,17,20,17800
-5,18,19,151500
-5,18,20,41200
-5,19,20,173500
-4,1,2,9600
-4,1,3,2900
-4,1,4,1900
-4,1,5,2200
-4,1,6,2500
-4,1,7,3200
-4,1,8,4000
-4,1,9,4800
-4,1,10,5500
-4,1,11,6800
-4,1,12,7600
-4,1,13,8100
-4,1,14,9900
-4,1,15,11000
-4,1,16,12700
-4,1,17,13000
-4,1,18,15000
-4,1,19,16300
-4,1,20,17400
-4,2,3,12800
-4,2,5,5100
-4,2,7,6900
-4,2,9,9700
-4,2,11,14200
-4,2,13,19400
-4,2,15,24900
-4,2,17,30200
-4,2,19,32900
-4,3,4,15700
-4,3,5,19500
-4,3,6,24900
-4,3,7,29000
-4,3,8,35200
-4,3,9,42500
-4,3,10,49700
-4,3,11,58100
-4,3,12,60400
-4,3,13,73700
-4,3,14,79000
-4,3,15,94200
-4,3,16,106800
-4,3,17,115600
-4,3,18,121200
-4,3,19,137900
-4,3,20,148800
-4,4,5,20000
-4,4,7,29000
-4,4,9,40500
-4,4,11,51900
-4,4,13,72800
-4,4,15,85600
-4,4,17,107900
-4,4,19,136100
-4,5,6,26600
-4,5,7,30100
-4,5,8,38500
-4,5,9,38800
-4,5,10,51200
-4,5,11,54600
-4,5,12,62600
-4,5,13,65900
-4,5,14,80300
-4,5,15,86300
-4,5,16,97300
-4,5,17,108600
-4,5,18,122200
-4,5,19,128400
-4,5,20,147400
-4,6,7,29500
-4,6,9,10900
-4,6,11,14900
-4,6,13,17700
-4,6,15,21800
-4,6,17,29000
-4,6,19,32100
-4,7,8,35500
-4,7,9,10400
-4,7,10,5500
-4,7,11,6900
-4,7,12,7000
-4,7,13,8100
-4,7,14,8700
-4,7,15,9600
-4,7,16,11900
-4,7,17,12500
-4,7,18,14100
-4,7,19,14200
-4,7,20,16200
-4,8,9,44500
-4,8,11,6000
-4,8,13,4600
-4,8,15,5400
-4,8,17,7000
-4,8,19,8400
-4,9,10,50700
-4,9,11,13400
-4,9,12,7000
-4,9,13,4500
-4,9,14,3200
-4,9,15,3600
-4,9,16,4100
-4,9,17,4400
-4,9,18,4500
-4,9,19,5500
-4,9,20,5600
-4,10,11,55800
-4,10,13,8500
-4,10,15,3600
-4,10,17,3000
-4,10,19,3600
-4,11,12,69700
-4,11,13,19400
-4,11,14,8900
-4,11,15,5700
-4,11,16,3900
-4,11,17,3200
-4,11,18,2600
-4,11,19,2600
-4,11,20,3000
-4,12,13,70600
-4,12,15,10300
-4,12,17,4500
-4,12,19,2600
-4,13,14,83100
-4,13,15,22700
-4,13,16,11000
-4,13,17,7300
-4,13,18,4800
-4,13,19,3600
-4,13,20,3000
-4,14,15,92900
-4,14,17,13400
-4,14,19,5300
-4,15,16,103600
-4,15,17,29500
-4,15,18,12400
-4,15,19,8000
-4,15,20,6000
-4,16,17,119200
-4,16,19,15500
-4,17,18,123700
-4,17,19,33200
-4,17,20,16600
-4,18,19,139500
-4,19,20,148700
-3,1,2,6100
-3,1,3,2200
-3,1,4,3000
-3,1,5,3800
-3,1,6,4800
-3,1,7,6800
-3,1,8,7800
-3,1,9,9600
-3,1,10,10400
-3,1,11,13400
-3,1,12,14300
-3,1,13,17100
-3,1,14,19300
-3,1,15,19800
-3,1,16,24800
-3,1,17,27900
-3,1,18,28600
-3,1,19,32900
-3,1,20,36200
-3,2,3,8900
-3,2,4,12700
-3,2,5,17400
-3,2,6,20300
-3,2,7,25100
-3,2,8,30800
-3,2,9,35100
-3,2,10,42500
-3,2,11,49500
-3,2,12,59800
-3,2,13,68800
-3,2,14,75100
-3,2,15,93800
-3,2,16,94500
-3,2,17,107300
-3,2,18,123300
-3,2,19,136300
-3,2,20,131800
-3,3,4,12000
-3,3,5,16000
-3,3,7,24200
-3,3,8,28600
-3,3,10,42900
-3,3,11,46600
-3,3,13,64700
-3,3,14,81100
-3,3,16,89000
-3,3,17,101600
-3,3,19,128500
-3,3,20,139600
-3,4,5,16900
-3,4,6,19500
